,posicion,juego,dinero,jugadores,torneos,fecha
3499,49.0,Chess.com,1400.0,7,1,2018-11-01
3500,50.0,rFactor 2,1210.0,9,2,2018-11-01
3501,51.0,Team Fortress 2,1000.0,21,1,2018-11-01
3502,52.0,Melty Blood: Actress Again Current Code,580.0,8,1,2018-11-01
3503,53.0,QuakeWorld,566.94,4,1,2018-11-01
3504,54.0,Age of Empires Online,500.0,5,1,2018-11-01
3505,55.0,Super Smash Bros. Brawl,465.0,5,3,2018-11-01
3506,56.0,TrackMania 2: Stadium,397.97,8,3,2018-11-01
3507,57.0,ARMS,300.0,7,3,2018-11-01
3508,58.0,Dengeki Bunko: Fighting Climax Ignition,300.0,8,1,2018-11-01
3509,59.0,StarCraft: Remastered,205.01,4,1,2018-11-01
3510,60.0,Age of Mythology,100.0,3,1,2018-11-01
3511,61.0,osu!,100.0,3,1,2018-11-01
3512,1.0,Counter-Strike: Global Offensive,3298230.91,1545,172,2018-12-01
3513,2.0,Arena of Valor,2509250.0,180,3,2018-12-01
3514,3.0,Shadowverse,1310000.0,24,1,2018-12-01
3515,4.0,Fortnite,1182561.89,311,18,2018-12-01
3516,5.0,CrossFire,900215.27,43,2,2018-12-01
3517,6.0,StarCraft II,612885.06,137,46,2018-12-01
3518,7.0,Dota 2,600329.82,333,25,2018-12-01
3519,8.0,PLAYERUNKNOWN’S BATTLEGROUNDS,597784.7,352,17,2018-12-01
3520,9.0,FIFA 19,463113.14,110,9,2018-12-01
3521,10.0,Street Fighter V: Arcade Edition,462347.84,59,6,2018-12-01
3522,11.0,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,402000.0,80,1,2018-12-01
3523,12.0,League of Legends,383063.25,344,17,2018-12-01
3524,13.0,Rocket League,292255.19,164,27,2018-12-01
3525,14.0,Call of Duty: Black Ops 4,283778.0,94,16,2018-12-01
3526,15.0,Quake Champions,206120.0,55,16,2018-12-01
3527,16.0,Hearthstone,196245.63,74,12,2018-12-01
3528,17.0,Rainbow Six Siege,134817.39,150,7,2018-12-01
3529,18.0,Creative Destruction,100000.0,8,1,2018-12-01
3530,19.0,StarCraft: Remastered,93847.62,43,7,2018-12-01
3531,20.0,Super Smash Bros. Ultimate,74587.45,271,63,2018-12-01
3532,21.0,Chess.com,52608.03,23,2,2018-12-01
3533,22.0,Tekken 7,50720.27,42,7,2018-12-01
3534,23.0,Attack on Titan Tribute Game,50000.0,32,1,2018-12-01
3535,24.0,Artifact Classic,38391.35,81,26,2018-12-01
3536,25.0,iRacing.com,34080.0,18,3,2018-12-01
3537,26.0,Old School Runescape,32000.0,4,1,2018-12-01
3538,27.0,FIFA Online 4,30314.61,12,2,2018-12-01
3539,28.0,Mobile Legends: Bang Bang,29100.0,44,1,2018-12-01
3540,29.0,WarCraft III,28927.5,26,4,2018-12-01
3541,30.0,Madden NFL 19,25000.0,1,1,2018-12-01
3542,31.0,Brawlhalla,21304.1,52,11,2018-12-01
3543,32.0,Call of Duty: Blackout,20000.0,12,2,2018-12-01
3544,33.0,Team Fortress 2,19831.0,68,5,2018-12-01
3545,34.0,Super Smash Bros. Melee,17860.7,69,12,2018-12-01
3546,35.0,Dragon Ball FighterZ,12195.55,22,5,2018-12-01
3547,36.0,Magic: The Gathering Arena,10000.0,16,1,2018-12-01
3548,37.0,Clash Royale,7370.0,20,2,2018-12-01
3549,38.0,Age of Empires II,6407.6,40,9,2018-12-01
3550,39.0,osu!,5392.0,266,2,2018-12-01
3551,40.0,Minecraft,4839.15,10,3,2018-12-01
3552,41.0,Soul Calibur VI,4780.0,7,2,2018-12-01
3553,42.0,Age of Empires,4128.0,22,2,2018-12-01
3554,43.0,Black Squad,1844.49,27,6,2018-12-01
3555,44.0,Overwatch,1800.0,27,1,2018-12-01
3556,45.0,Lichess,1100.0,8,2,2018-12-01
3557,46.0,BlazBlue: Cross Tag Battle,983.33,7,2,2018-12-01
3558,47.0,Super Smash Bros.,980.0,8,2,2018-12-01
3559,48.0,TrackMania 2: Stadium,929.58,10,4,2018-12-01
3560,49.0,Super Smash Bros. for Wii U,840.11,18,5,2018-12-01
3561,50.0,Halo 3,800.0,12,1,2018-12-01
3562,51.0,Under Night In-Birth EXE: Late[st],663.33,7,2,2018-12-01
3563,52.0,Guilty Gear Xrd REV 2,550.0,6,2,2018-12-01
3564,53.0,Archangel Hellfire,500.0,6,1,2018-12-01
3565,54.0,NHL 19,366.67,4,1,2018-12-01
3566,55.0,FIFA 18,344.33,1,1,2018-12-01
3567,56.0,Pokkén Tournament DX,311.4,4,2,2018-12-01
3568,57.0,Mortal Kombat XL,310.0,3,1,2018-12-01
3569,58.0,Injustice 2,280.0,3,1,2018-12-01
3570,59.0,Windjammers,260.0,3,1,2018-12-01
3571,60.0,Age of Empires III,250.0,3,3,2018-12-01
3572,61.0,Ultimate Marvel vs. Capcom 3,240.0,3,1,2018-12-01
3573,62.0,Super Street Fighter II Turbo,230.0,5,2,2018-12-01
3574,63.0,ARMS,225.4,7,4,2018-12-01
3575,64.0,Mario Kart 8 Deluxe,220.0,4,1,2018-12-01
3576,65.0,Super Mario Party,220.0,4,1,2018-12-01
3577,66.0,Marvel vs. Capcom: Infinite,160.0,3,1,2018-12-01
3578,67.0,Killer Instinct (2013),150.0,2,1,2018-12-01
3579,68.0,Puyo Puyo Tetris,146.67,3,1,2018-12-01
3580,69.0,BlazBlue: Central Fiction,110.0,3,1,2018-12-01
3581,70.0,Fighting EX Layer,110.0,2,1,2018-12-01
3582,71.0,Ultra Street Fighter IV,110.0,3,1,2018-12-01
3583,72.0,Project M,65.59,5,2,2018-12-01
3584,73.0,Lethal League Blaze,11.4,1,1,2018-12-01
3585,1.0,Dota 2,1503477.01,237,14,2019-01-01
3586,2.0,Overwatch,1035800.98,602,11,2019-01-01
3587,3.0,Counter-Strike: Global Offensive,903881.05,491,106,2019-01-01
3588,4.0,PLAYERUNKNOWN’S BATTLEGROUNDS,639888.97,194,7,2019-01-01
3589,5.0,Arena of Valor,539360.0,43,2,2019-01-01
3590,6.0,FIFA 19,363000.0,72,3,2019-01-01
3591,7.0,Hearthstone,350525.24,217,6,2019-01-01
3592,8.0,Fortnite,315778.46,69,12,2019-01-01
3593,9.0,League of Legends,160589.23,146,7,2019-01-01
3594,10.0,Mobile Legends: Bang Bang,123200.0,95,2,2019-01-01
3595,11.0,Rocket League,121000.0,68,7,2019-01-01
3596,12.0,StarCraft II,91905.44,134,38,2019-01-01
3597,13.0,Rainbow Six Siege,55283.55,71,5,2019-01-01
3598,14.0,WarCraft III,52475.3,24,7,2019-01-01
3599,15.0,Super Smash Bros. Ultimate,48235.65,244,63,2019-01-01
3600,16.0,Heroes of the Storm,47075.0,30,3,2019-01-01
3601,17.0,Artifact Classic,39282.65,78,28,2019-01-01
3602,18.0,Call of Duty: Blackout,30000.0,11,2,2019-01-01
3603,19.0,Halo 3,29400.0,32,1,2019-01-01
3604,20.0,Dragon Ball FighterZ,28796.91,21,4,2019-01-01
3605,21.0,Call of Duty: Black Ops 4,13900.0,26,7,2019-01-01
3606,22.0,Free Fire,12198.15,48,1,2019-01-01
3607,23.0,Shadowverse,12000.0,24,3,2019-01-01
3608,24.0,NHL 19,7500.0,2,1,2019-01-01
3609,25.0,Age of Empires II,6815.85,20,11,2019-01-01
3610,26.0,Guilty Gear Xrd REV 2,4130.0,14,3,2019-01-01
3611,27.0,Black Squad,4010.43,20,2,2019-01-01
3612,28.0,Soul Calibur VI,4006.91,14,3,2019-01-01
3613,29.0,Tekken 7,3976.91,14,3,2019-01-01
3614,30.0,Street Fighter V: Arcade Edition,2640.0,11,2,2019-01-01
3615,31.0,iRacing.com,2226.94,20,4,2019-01-01
3616,32.0,BlazBlue: Cross Tag Battle,2030.0,11,2,2019-01-01
3617,33.0,Super Smash Bros. Melee,1907.81,18,5,2019-01-01
3618,34.0,Under Night In-Birth EXE: Late[st],1770.0,8,1,2019-01-01
3619,35.0,Pokkén Tournament DX,1592.6,7,2,2019-01-01
3620,36.0,Brawlhalla,1450.0,30,9,2019-01-01
3621,37.0,Chess.com,1400.01,8,1,2019-01-01
3622,38.0,King of Fighters XIV,1280.0,3,1,2019-01-01
3623,39.0,Mystery Game Tournament,1280.0,8,1,2019-01-01
3624,40.0,TrackMania 2: Stadium,1218.86,15,6,2019-01-01
3625,41.0,Lichess,1100.0,8,2,2019-01-01
3626,42.0,StarCraft: Remastered,1089.36,6,5,2019-01-01
3627,43.0,BlazBlue: Central Fiction,880.0,8,1,2019-01-01
3628,44.0,Street Fighter III: 3rd Strike,790.0,8,1,2019-01-01
3629,45.0,Marvel vs. Capcom: Infinite,720.0,5,2,2019-01-01
3630,46.0,Vampire Savior,710.0,3,1,2019-01-01
3631,47.0,Skullgirls 2nd Encore,660.0,3,1,2019-01-01
3632,48.0,Super Street Fighter II Turbo,620.0,3,1,2019-01-01
3633,49.0,Injustice 2,590.0,6,2,2019-01-01
3634,50.0,Ultimate Marvel vs. Capcom 3,490.0,3,1,2019-01-01
3635,51.0,Mortal Kombat X,480.0,3,1,2019-01-01
3636,52.0,Killer Instinct (2013),460.0,5,2,2019-01-01
3637,53.0,Guilty Gear XX Accent Core Plus R,440.0,3,1,2019-01-01
3638,54.0,Sailor Moon S,420.0,3,1,2019-01-01
3639,55.0,Age of Empires III,400.0,4,2,2019-01-01
3640,56.0,Melty Blood: Actress Again Current Code,350.0,3,1,2019-01-01
3641,57.0,Company of Heroes 2,300.0,1,1,2019-01-01
3642,58.0,Tatsunoko vs. Capcom: Ultimate All-Stars,290.0,3,1,2019-01-01
3643,59.0,Fighting EX Layer,220.0,3,1,2019-01-01
3644,60.0,ARMS,201.3,8,3,2019-01-01
3645,61.0,Super Smash Bros.,150.0,3,1,2019-01-01
3646,62.0,Age of Empires,100.0,4,1,2019-01-01
3647,63.0,Lethal League Blaze,51.3,3,1,2019-01-01
3648,64.0,Mario Tennis Aces,51.3,3,1,2019-01-01
3649,65.0,Xonotic,11.36,8,1,2019-01-01
3650,1.0,Rainbow Six Siege,2019557.58,197,7,2019-02-01
3651,2.0,Dota 2,833701.96,180,8,2019-02-01
3652,3.0,Fortnite,752876.79,210,24,2019-02-01
3653,4.0,Counter-Strike: Global Offensive,470576.94,523,67,2019-02-01
3654,5.0,PLAYERUNKNOWN’S BATTLEGROUNDS,235100.0,71,6,2019-02-01
3655,6.0,FIFA 19,229750.0,63,4,2019-02-01
3656,7.0,Apex Legends,212829.0,116,8,2019-02-01
3657,8.0,Gears of War 4,200000.0,60,1,2019-02-01
3658,9.0,Rocket League,143707.93,115,13,2019-02-01
3659,10.0,Call of Duty: Blackout,121608.35,71,4,2019-02-01
3660,11.0,League of Legends,113635.6,100,7,2019-02-01
3661,12.0,Arena of Valor,70880.0,23,1,2019-02-01
3662,13.0,Super Smash Bros. Ultimate,67398.38,224,66,2019-02-01
3663,14.0,World of WarCraft,60000.0,48,6,2019-02-01
3664,15.0,Clash Royale,52130.0,17,2,2019-02-01
3665,16.0,Hearthstone,42518.61,31,6,2019-02-01
3666,17.0,Age of Empires II,35700.0,36,5,2019-02-01
3667,18.0,Stardew Valley,35000.0,40,1,2019-02-01
3668,19.0,Street Fighter V: Arcade Edition,28681.03,14,3,2019-02-01
3669,20.0,Tekken 7,28580.6,14,3,2019-02-01
3670,21.0,Brawlhalla,26200.0,101,15,2019-02-01
3671,22.0,Overwatch,25685.9,27,3,2019-02-01
3672,23.0,Dragon Ball FighterZ,24530.63,14,3,2019-02-01
3673,24.0,StarCraft II,19356.12,58,22,2019-02-01
3674,25.0,Forza Motorsport 7,15200.0,16,1,2019-02-01
3675,26.0,Artifact Classic,13457.99,66,22,2019-02-01
3676,27.0,Super Smash Bros. Melee,12507.92,19,3,2019-02-01
3677,28.0,Shadowverse,12000.0,24,3,2019-02-01
3678,29.0,Guilty Gear Xrd REV 2,11970.21,19,3,2019-02-01
3679,30.0,Soul Calibur VI,10030.21,11,2,2019-02-01
3680,31.0,Magic: The Gathering Arena,10000.0,16,1,2019-02-01
3681,32.0,BlazBlue: Cross Tag Battle,9960.21,19,3,2019-02-01
3682,33.0,King of Fighters XIV,9050.21,8,1,2019-02-01
3683,34.0,NHL 19,8500.0,3,2,2019-02-01
3684,35.0,Call of Duty: Black Ops 4,7492.0,30,8,2019-02-01
3685,36.0,iRacing.com,7000.0,43,1,2019-02-01
3686,37.0,Pokkén Tournament DX,5340.0,11,2,2019-02-01
3687,38.0,Heroes of the Storm,5000.0,20,1,2019-02-01
3688,39.0,Age of Empires,4300.0,4,1,2019-02-01
3689,40.0,Under Night In-Birth EXE: Late[st],2740.0,8,1,2019-02-01
3690,41.0,BlazBlue: Central Fiction,2570.0,8,1,2019-02-01
3691,42.0,WarCraft III,2235.0,8,1,2019-02-01
3692,43.0,Lichess,2200.0,12,4,2019-02-01
3693,44.0,TrackMania 2: Stadium,2181.83,15,6,2019-02-01
3694,45.0,Quake Champions,1500.0,4,1,2019-02-01
3695,46.0,Chess.com,1400.0,5,1,2019-02-01
3696,47.0,StarCraft: Remastered,994.04,9,6,2019-02-01
3697,48.0,Dead or Alive 6,430.0,3,1,2019-02-01
3698,49.0,Auto Chess,400.0,3,1,2019-02-01
3699,50.0,Project M,353.95,10,4,2019-02-01
3700,51.0,Age of Mythology,240.0,3,1,2019-02-01
3701,52.0,ARMS,184.51,6,2,2019-02-01
3702,53.0,Soul Calibur II,170.0,3,1,2019-02-01
3703,54.0,Age of Empires III,150.0,3,3,2019-02-01
3704,55.0,Mortal Kombat XL,140.0,2,1,2019-02-01
3705,56.0,Melty Blood: Actress Again Current Code,130.0,3,1,2019-02-01
3706,57.0,Million Arthur: Arcana Blood,110.0,3,1,2019-02-01
3707,58.0,Dengeki Bunko: Fighting Climax Ignition,80.0,3,1,2019-02-01
3708,59.0,Sailor Moon S,80.0,3,1,2019-02-01
3709,60.0,Virtua Fighter 5,80.0,1,1,2019-02-01
3710,61.0,Xonotic,11.46,12,1,2019-02-01
3711,1.0,Counter-Strike: Global Offensive,2800462.72,829,93,2019-03-01
3712,2.0,Dota 2,2375413.65,335,22,2019-03-01
3713,3.0,Magic: The Gathering Arena,1000000.0,64,1,2019-03-01
3714,4.0,Fortnite,957055.56,667,32,2019-03-01
3715,5.0,PLAYERUNKNOWN’S BATTLEGROUNDS,657413.95,365,17,2019-03-01
3716,6.0,StarCraft II,646771.8,93,24,2019-03-01
3717,7.0,Overwatch,511801.18,135,5,2019-03-01
3718,8.0,Hearthstone,500197.18,58,6,2019-03-01
3719,9.0,Call of Duty: Black Ops 4,427325.0,141,8,2019-03-01
3720,10.0,Apex Legends,315590.41,248,30,2019-03-01
3721,11.0,League of Legends,227523.37,410,18,2019-03-01
3722,12.0,FIFA 19,156193.66,24,5,2019-03-01
3723,13.0,Super Smash Bros. Ultimate,135928.11,375,104,2019-03-01
3724,14.0,Halo 3,120000.0,38,2,2019-03-01
3725,15.0,Tekken 7,114500.0,15,3,2019-03-01
3726,16.0,Rainbow Six Siege,108859.96,180,11,2019-03-01
3727,17.0,Arena of Valor,100000.0,65,2,2019-03-01
3728,18.0,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,74800.0,8,1,2019-03-01
3729,19.0,StarCraft: Remastered,72620.03,37,7,2019-03-01
3730,20.0,Shadowverse,69216.11,32,4,2019-03-01
3731,21.0,World of WarCraft,60000.0,45,6,2019-03-01
3732,22.0,Rocket League,57839.11,96,17,2019-03-01
3733,23.0,Guns of Boom,52700.0,8,4,2019-03-01
3734,24.0,Clash of Clans,50000.0,40,1,2019-03-01
3735,25.0,Free Fire,45548.14,63,2,2019-03-01
3736,26.0,Street Fighter V: Arcade Edition,43652.6,21,4,2019-03-01
3737,27.0,Old School Runescape,32000.0,4,1,2019-03-01
3738,28.0,The Division 2,27250.0,40,2,2019-03-01
3739,29.0,rFactor 2,25752.15,72,7,2019-03-01
3740,30.0,Gwent,25000.0,8,1,2019-03-01
3741,31.0,Brawlhalla,24595.5,61,22,2019-03-01
3742,32.0,Call of Duty: Blackout,20000.0,28,1,2019-03-01
3743,33.0,Madden NFL 19,15000.0,2,1,2019-03-01
3744,34.0,WarCraft III,11703.0,8,1,2019-03-01
3745,35.0,Artifact Classic,9392.0,53,22,2019-03-01
3746,36.0,Super Smash Bros. Melee,8999.39,49,9,2019-03-01
3747,37.0,Age of Empires II,8799.01,38,12,2019-03-01
3748,38.0,TrackMania 2: Stadium,7545.31,25,10,2019-03-01
3749,39.0,FIFA Online 4,7111.31,8,1,2019-03-01
3750,40.0,NHL 19,3000.0,2,2,2019-03-01
3751,41.0,Heroes of the Storm,2932.0,21,2,2019-03-01
3752,42.0,Dragon Ball FighterZ,2740.0,8,3,2019-03-01
3753,43.0,iRacing.com,2400.0,83,3,2019-03-01
3754,44.0,Soul Calibur VI,1920.0,7,2,2019-03-01
3755,45.0,Lichess,1600.0,7,2,2019-03-01
3756,46.0,Chess.com,1400.0,9,1,2019-03-01
3757,47.0,osu!,1080.0,12,1,2019-03-01
3758,48.0,BlazBlue: Cross Tag Battle,1060.0,6,2,2019-03-01
3759,49.0,Age of Empires III,1025.0,17,7,2019-03-01
3760,50.0,Team Fortress 2,1002.0,27,1,2019-03-01
3761,51.0,Counter-Strike: Source,1000.0,3,1,2019-03-01
3762,52.0,Forza Motorsport 7,1000.0,2,2,2019-03-01
3763,53.0,Dead or Alive 6,870.0,3,1,2019-03-01
3764,54.0,Under Night In-Birth EXE: Late[st],860.0,3,1,2019-03-01
3765,55.0,Guilty Gear Xrd REV 2,680.0,6,2,2019-03-01
3766,56.0,Assetto Corsa,666.0,3,1,2019-03-01
3767,57.0,Ultra Street Fighter IV,610.0,3,1,2019-03-01
3768,58.0,Super Street Fighter II Turbo,600.0,6,2,2019-03-01
3769,59.0,Lethal League Blaze,558.46,8,2,2019-03-01
3770,60.0,Project M,520.95,17,4,2019-03-01
3771,61.0,Pokkén Tournament DX,490.0,6,2,2019-03-01
3772,62.0,CrossFire,452.75,23,3,2019-03-01
3773,63.0,Auto Chess,400.0,3,1,2019-03-01
3774,64.0,ARMS,397.04,9,3,2019-03-01
3775,65.0,Company of Heroes 2,305.0,2,3,2019-03-01
3776,66.0,King of Fighters XIV,240.0,3,1,2019-03-01
3777,67.0,Marvel vs. Capcom: Infinite,240.0,3,1,2019-03-01
3778,68.0,Injustice 2,170.0,3,1,2019-03-01
3779,69.0,Windjammers,150.0,3,1,2019-03-01
3780,70.0,Street Fighter Alpha 2,130.0,3,1,2019-03-01
3781,71.0,Hand of the Gods,34.2,1,1,2019-03-01
3782,1.0,Fortnite,3606031.61,867,41,2019-04-01
3783,2.0,League of Legends,2237317.84,959,39,2019-04-01
3784,3.0,Counter-Strike: Global Offensive,1761717.55,1255,101,2019-04-01
3785,4.0,Hearthstone,1007307.32,24,2,2019-04-01
3786,5.0,Dota 2,875430.28,212,19,2019-04-01
3787,6.0,PLAYERUNKNOWN’S BATTLEGROUNDS,711066.0,148,8,2019-04-01
3788,7.0,Apex Legends,708420.75,251,13,2019-04-01
3789,8.0,Magic: The Gathering Arena,512000.0,27,4,2019-04-01
3790,9.0,Arena of Valor,509340.0,140,4,2019-04-01
3791,10.0,StarCraft II,355828.81,165,41,2019-04-01
3792,11.0,FIFA 19,346500.0,94,3,2019-04-01
3793,12.0,Rainbow Six Siege,345003.67,209,12,2019-04-01
3794,13.0,Gears of War 4,300000.0,55,1,2019-04-01
3795,14.0,Mobile Legends: Bang Bang,120000.0,82,2,2019-04-01
3796,15.0,Free Fire,102400.0,49,1,2019-04-01
3797,16.0,Madden NFL 19,85000.0,3,1,2019-04-01
3798,17.0,Super Smash Bros. Ultimate,62696.61,277,79,2019-04-01
3799,18.0,Clash of Clans,50590.0,5,2,2019-04-01
3800,19.0,Point Blank,49792.64,51,3,2019-04-01
3801,20.0,Chess.com,41050.0,69,6,2019-04-01
3802,21.0,Call of Duty: Blackout,40000.0,31,1,2019-04-01
3803,22.0,Call of Duty: Black Ops 4,38390.0,50,3,2019-04-01
3804,23.0,Brawlhalla,27762.0,95,18,2019-04-01
3805,24.0,Heroes of the Storm,24295.24,10,2,2019-04-01
3806,25.0,Sekiro: Shadows Die Twice,19596.0,20,1,2019-04-01
3807,26.0,Street Fighter V: Arcade Edition,18999.72,18,3,2019-04-01
3808,27.0,Rocket League,18915.37,92,22,2019-04-01
3809,28.0,Age of Empires II,17306.04,31,14,2019-04-01
3810,29.0,Team Fortress 2,16552.87,91,4,2019-04-01
3811,30.0,Super Smash Bros. Melee,15708.83,51,10,2019-04-01
3812,31.0,Overwatch,12893.02,24,2,2019-04-01
3813,32.0,Shadowverse,11900.0,24,3,2019-04-01
3814,33.0,FIFA Online 4,11130.27,18,1,2019-04-01
3815,34.0,Tekken 7,9788.62,15,3,2019-04-01
3816,35.0,WarCraft III,8157.61,8,2,2019-04-01
3817,36.0,TrackMania 2: Stadium,7860.95,22,10,2019-04-01
3818,37.0,StarCraft: Remastered,7169.99,13,5,2019-04-01
3819,38.0,CrossFire,6840.0,40,1,2019-04-01
3820,39.0,Soul Calibur VI,5736.27,11,4,2019-04-01
3821,40.0,Dead or Alive 6,5269.87,8,1,2019-04-01
3822,41.0,Age of Empires,3582.0,20,2,2019-04-01
3823,42.0,Artifact Classic,3025.0,27,8,2019-04-01
3824,43.0,osu!,2230.11,5,1,2019-04-01
3825,44.0,Guns of Boom,2100.0,4,2,2019-04-01
3826,45.0,Dragon Ball FighterZ,1420.0,6,2,2019-04-01
3827,46.0,Quake Champions,899.6,3,1,2019-04-01
3828,47.0,Mortal Kombat 11,750.0,6,1,2019-04-01
3829,48.0,BlazBlue: Cross Tag Battle,360.0,4,1,2019-04-01
3830,49.0,TrackMania 2: Canyon,337.68,3,1,2019-04-01
3831,50.0,Guilty Gear Xrd REV 2,300.0,3,1,2019-04-01
3832,51.0,Age of Mythology,251.0,23,2,2019-04-01
3833,52.0,Lethal League Blaze,134.99,3,1,2019-04-01
3834,53.0,Age of Empires III,100.0,1,1,2019-04-01
3835,1.0,Fortnite,4095331.48,806,41,2019-05-01
3836,2.0,Overwatch,1956577.2,520,11,2019-05-01
3837,3.0,Counter-Strike: Global Offensive,1396541.17,826,75,2019-05-01
3838,4.0,Dota 2,1153882.77,202,13,2019-05-01
3839,5.0,Rocket League,620884.2,177,23,2019-05-01
3840,6.0,FIFA 19,564060.0,67,7,2019-05-01
3841,7.0,League of Legends,539300.94,310,18,2019-05-01
3842,8.0,Call of Duty: Black Ops 4,402000.0,122,6,2019-05-01
3843,9.0,Rainbow Six Siege,400796.14,238,8,2019-05-01
3844,10.0,PLAYERUNKNOWN’S BATTLEGROUNDS,336306.0,228,10,2019-05-01
3845,11.0,FIFA Online 4,293349.54,87,2,2019-05-01
3846,12.0,Mobile Legends: Bang Bang,262300.0,170,3,2019-05-01
3847,13.0,Arena of Valor,202898.0,68,3,2019-05-01
3848,14.0,Magic: The Gathering Online,200000.0,24,1,2019-05-01
3849,15.0,StarCraft II,148525.8,105,41,2019-05-01
3850,16.0,Super Smash Bros. Ultimate,120276.1,385,102,2019-05-01
3851,17.0,World of WarCraft,100000.0,28,1,2019-05-01
3852,18.0,WarCraft III,62914.92,19,4,2019-05-01
3853,19.0,Brawlhalla,62050.0,80,13,2019-05-01
3854,20.0,Mortal Kombat 11,61912.97,39,6,2019-05-01
3855,21.0,Point Blank,59000.0,45,2,2019-05-01
3856,22.0,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,57937.76,16,1,2019-05-01
3857,23.0,Multigaming,55958.7,8,1,2019-05-01
3858,24.0,Splitgate: Arena Warfare,50000.0,64,2,2019-05-01
3859,25.0,Magic: The Gathering Arena,45000.0,51,6,2019-05-01
3860,26.0,Tekken 7,43363.56,31,7,2019-05-01
3861,27.0,Call of Duty: Blackout,30000.0,28,1,2019-05-01
3862,28.0,Street Fighter V: Arcade Edition,27669.32,28,5,2019-05-01
3863,29.0,Clash of Clans,25000.0,5,1,2019-05-01
3864,30.0,iRacing.com,25000.0,12,1,2019-05-01
3865,31.0,Project Cars 2,22400.0,16,2,2019-05-01
3866,32.0,Hearthstone,18191.24,22,3,2019-05-01
3867,33.0,Apex Legends,17575.52,42,8,2019-05-01
3868,34.0,TrackMania 2: Stadium,13641.23,21,7,2019-05-01
3869,35.0,Super Smash Bros. Melee,13569.99,81,12,2019-05-01
3870,36.0,Age of Empires II,12416.86,49,21,2019-05-01
3871,37.0,Shadowverse,11900.0,24,3,2019-05-01
3872,38.0,Assetto Corsa,9664.0,4,2,2019-05-01
3873,39.0,Dragon Ball FighterZ,9653.72,18,3,2019-05-01
3874,40.0,RaceRoom Racing Experience,8400.0,37,2,2019-05-01
3875,41.0,CrossFire,6840.0,40,1,2019-05-01
3876,42.0,Under Night In-Birth EXE: Late[st],5945.12,12,2,2019-05-01
3877,43.0,Dead or Alive 6,5850.0,11,2,2019-05-01
3878,44.0,Space Junkies,5520.0,32,2,2019-05-01
3879,45.0,King of Fighters XIV,5240.0,11,2,2019-05-01
3880,46.0,Skullgirls 2nd Encore,4820.0,8,1,2019-05-01
3881,47.0,Free Fire,4441.69,0,1,2019-05-01
3882,48.0,StarCraft: Remastered,3887.5,11,6,2019-05-01
3883,49.0,Guilty Gear Xrd REV 2,3861.79,13,3,2019-05-01
3884,50.0,Wolfenstein: Enemy Territory,3305.09,18,2,2019-05-01
3885,51.0,Soul Calibur VI,2819.69,13,3,2019-05-01
3886,52.0,Mystery Game Tournament,2560.0,8,1,2019-05-01
3887,53.0,Chess.com,2404.0,13,2,2019-05-01
3888,54.0,BlazBlue: Cross Tag Battle,2394.23,14,3,2019-05-01
3889,55.0,Puyo Puyo Champions,1786.8,4,1,2019-05-01
3890,56.0,Heroes of the Storm,1750.0,18,2,2019-05-01
3891,57.0,Lethal League Blaze,1677.75,8,2,2019-05-01
3892,58.0,osu!,1495.0,21,2,2019-05-01
3893,59.0,Street Fighter III: 3rd Strike,1220.0,8,1,2019-05-01
3894,60.0,Windjammers,1116.75,4,1,2019-05-01
3895,61.0,Lichess,1100.0,8,2,2019-05-01
3896,62.0,Super Street Fighter II Turbo,1090.0,8,1,2019-05-01
3897,63.0,Killer Instinct (2013),1040.0,8,1,2019-05-01
3898,64.0,Vampire Savior,1020.0,8,1,2019-05-01
3899,65.0,Gears of War 4,1000.0,11,2,2019-05-01
3900,66.0,Old School Runescape,1000.0,2,1,2019-05-01
3901,67.0,Quake Champions,1000.0,5,2,2019-05-01
3902,68.0,Warparty,1000.0,4,1,2019-05-01
3903,69.0,Marvel vs. Capcom: Infinite,960.0,8,1,2019-05-01
3904,70.0,Naruto Shippuden: Ultimate Ninja Storm 4,850.0,3,1,2019-05-01
3905,71.0,NHL 19,700.0,1,1,2019-05-01
3906,72.0,Capcom vs. SNK 2,540.0,3,1,2019-05-01
3907,73.0,King of Fighters 98,500.0,1,1,2019-05-01
3908,74.0,Teenage Mutant Ninja Turtles: Tournament Fighters,500.0,3,1,2019-05-01
3909,75.0,Marvel vs. Capcom 2,420.0,3,1,2019-05-01
3910,76.0,Soul Calibur II,420.0,3,1,2019-05-01
3911,77.0,Street Fighter Alpha 2,410.0,3,1,2019-05-01
3912,78.0,ARMS,327.01,11,1,2019-05-01
3913,79.0,Super Smash Bros. Brawl,289.62,6,1,2019-05-01
3914,80.0,Super Smash Bros.,282.2,6,1,2019-05-01
3915,81.0,Rivals of Aether,270.0,3,1,2019-05-01
3916,82.0,Street Fighter X Tekken,250.0,3,1,2019-05-01
3917,83.0,Artifact Classic,240.0,11,7,2019-05-01
3918,84.0,BlazBlue: Central Fiction,235.44,3,1,2019-05-01
3919,85.0,Street Fighter EX2 Plus,190.0,3,1,2019-05-01
3920,86.0,Ultimate Marvel vs. Capcom 3,160.0,3,1,2019-05-01
